Label,Model assigned score
"Nonbinder, training set",-1.1760032
"Binder, training set",1.9369217
"Nonbinder, training set",-3.620194
"Binder, training set",0.9142678
"Nonbinder, training set",-2.1929522
"Nonbinder, training set",-0.90296036
"Nonbinder, training set",-1.0607305
"Nonbinder, training set",-3.257308
"Nonbinder, training set",-1.085835
"Nonbinder, training set",0.53072965
"Binder, training set",2.128573
"Binder, training set",0.49510765
"Binder, training set",2.6621404
"Binder, training set",3.3296323
"Nonbinder, training set",-2.078866
"Nonbinder, training set",-0.5049823
"Nonbinder, training set",-2.1668172
"Nonbinder, training set",-0.6918153
"Nonbinder, training set",-3.2012014
"Nonbinder, training set",0.56073165
"Nonbinder, training set",-1.2321913
"Binder, training set",0.79238224
"Binder, training set",1.6368784
"Nonbinder, training set",-2.7301722
"Nonbinder, training set",-1.5078449
"Nonbinder, training set",1.3978928
"Binder, training set",2.5584006
"Nonbinder, training set",-1.4944652
"Nonbinder, training set",-0.020780921
"Nonbinder, training set",1.9891518
"Nonbinder, training set",0.8225709
"Nonbinder, training set",0.003445387
"Binder, training set",1.8450328
"Nonbinder, training set",-1.2311755
"Nonbinder, training set",-0.6098225
"Nonbinder, training set",-2.1378124
"Nonbinder, training set",-1.967591
"Nonbinder, training set",-0.7535076
"Binder, training set",2.0934696
"Nonbinder, training set",-1.745688
"Binder, training set",4.315301
"Nonbinder, training set",-0.53589374
"Nonbinder, training set",-2.8602848
"Nonbinder, training set",2.391024
"Nonbinder, training set",-1.8384525
"Nonbinder, training set",0.031908154
"Nonbinder, training set",-1.9787253
"Nonbinder, training set",-0.73501444
"Nonbinder, training set",0.19481063
"Nonbinder, training set",-0.35537767
"Binder, training set",0.42309952
"Nonbinder, training set",-0.67068744
"Nonbinder, training set",-3.0644045
"Nonbinder, training set",-3.0742583
"Nonbinder, training set",-1.9887166
"Nonbinder, training set",-2.0536542
"Nonbinder, training set",-3.7340617
"Binder, training set",2.6620984
"Nonbinder, training set",-0.0026943684
"Nonbinder, training set",1.5778807
"Nonbinder, training set",0.7917588
"Nonbinder, training set",-3.252151
"Nonbinder, training set",-2.56707
"Nonbinder, training set",1.451428
"Nonbinder, training set",0.8626119
"Nonbinder, training set",-2.9314861
"Nonbinder, training set",-0.25054204
"Nonbinder, training set",0.33313483
"Nonbinder, training set",-0.1845501
"Nonbinder, training set",-2.5038967
"Nonbinder, training set",1.9702922
"Nonbinder, training set",-1.1893263
"Nonbinder, training set",0.5528765
"Nonbinder, training set",-2.4191785
"Nonbinder, training set",1.2606171
"Nonbinder, training set",-2.0648577
"Nonbinder, training set",2.68056
"Nonbinder, training set",-2.5413082
"Nonbinder, training set",-3.7200742
"Binder, training set",1.4677614
"Binder, training set",0.11618066
"Nonbinder, training set",-2.0733957
"Nonbinder, training set",-1.8483136
"Nonbinder, training set",-2.8099842
"Nonbinder, training set",-0.61228734
"Nonbinder, training set",-2.0568264
"Nonbinder, training set",-0.96320564
"Nonbinder, training set",-2.3588033
"Binder, training set",0.9482883
"Nonbinder, training set",-1.638145
"Nonbinder, training set",0.35337138
"Nonbinder, training set",-2.5692716
"Binder, training set",2.5917845
"Binder, training set",-1.5589248
"Nonbinder, training set",-2.758123
"Nonbinder, training set",-2.0369437
"Nonbinder, training set",-2.1140287
"Nonbinder, training set",-0.3223449
"Nonbinder, training set",0.7948638
"Binder, training set",2.0051088
"Nonbinder, training set",-1.2019923
"Binder, training set",1.7270223
"Nonbinder, training set",-1.9440091
"Nonbinder, training set",-2.5161753
"Nonbinder, training set",-1.7949363
"Binder, training set",3.6239042
"Nonbinder, training set",-1.8850887
"Binder, training set",-1.6263634
"Nonbinder, training set",-1.9355273
"Binder, training set",1.2147546
"Nonbinder, training set",-0.19354033
"Nonbinder, training set",-1.995117
"Binder, training set",1.7686461
"Binder, training set",-0.926628
"Nonbinder, training set",-2.354478
"Nonbinder, training set",-0.7863389
"Nonbinder, training set",0.2054491
"Nonbinder, training set",-2.095374
"Binder, training set",2.2638373
"Nonbinder, training set",1.5682641
"Nonbinder, training set",1.6660455
"Nonbinder, training set",-3.0047383
"Nonbinder, training set",-2.0973125
"Nonbinder, training set",-1.3396878
"Nonbinder, training set",0.41055745
"Nonbinder, training set",-1.9701849
"Binder, training set",0.77073705
"Nonbinder, training set",-2.686296
"Nonbinder, training set",-2.6211252
"Nonbinder, training set",-2.005849
"Nonbinder, training set",-2.5211344
"Binder, training set",2.0546975
"Binder, training set",1.135041
"Binder, training set",1.8593928
"Nonbinder, training set",-2.9997153
"Binder, training set",0.89047265
"Nonbinder, training set",-0.36175823
"Nonbinder, training set",-3.19874
"Nonbinder, training set",-2.882245
"Nonbinder, training set",3.9660206
"Binder, training set",-0.49130934
"Nonbinder, training set",0.053009093
"Nonbinder, training set",-2.285305
"Binder, training set",1.98783
"Binder, training set",2.3005166
"Binder, training set",2.7604327
"Nonbinder, training set",-0.46727902
"Binder, training set",0.46915853
"Binder, training set",-0.25877744
"Nonbinder, training set",-1.1395231
"Nonbinder, training set",-0.7550711
"Nonbinder, training set",-3.1410365
"Binder, training set",1.6688799
"Nonbinder, training set",-2.9395204
"Nonbinder, training set",-2.6640043
"Nonbinder, training set",2.0125775
"Nonbinder, training set",0.060303688
"Nonbinder, training set",-2.4830837
"Binder, training set",2.1293173
"Nonbinder, training set",-1.8487074
"Nonbinder, training set",-1.0311286
"Nonbinder, training set",-1.9688345
"Nonbinder, training set",-2.800527
"Nonbinder, training set",-1.6465372
"Binder, training set",1.9976152
"Nonbinder, training set",-1.6893272
"Nonbinder, training set",1.0436518
"Binder, training set",2.6489925
"Nonbinder, training set",-2.734486
"Nonbinder, training set",-1.8698915
"Nonbinder, training set",-1.8223861
"Nonbinder, training set",-1.5571351
"Nonbinder, training set",-2.359239
"Nonbinder, training set",-2.5234447
"Nonbinder, training set",-1.5651915
"Nonbinder, training set",-0.62724483
"Nonbinder, training set",-2.2659154
"Nonbinder, training set",-2.9961486
"Nonbinder, training set",2.6582675
"Binder, training set",1.2541214
"Nonbinder, training set",-0.9021669
"Nonbinder, training set",-2.7199311
"Nonbinder, training set",-2.1745687
"Nonbinder, training set",-0.6207889
"Nonbinder, training set",-0.972338
"Nonbinder, training set",-2.9869523
"Binder, training set",-2.085271
"Nonbinder, training set",-2.4681487
"Nonbinder, training set",-2.3451743
"Nonbinder, training set",-3.092805
"Nonbinder, training set",-2.4458263
"Nonbinder, training set",-2.718439
"Nonbinder, training set",-1.9583387
"Nonbinder, training set",-1.933097
"Nonbinder, training set",-2.343347
"Nonbinder, training set",-3.3847737
"Binder, training set",1.3954269
"Nonbinder, training set",-1.6218187
"Nonbinder, training set",1.0296315
"Nonbinder, training set",-0.38826668
"Binder, training set",1.7960621
"Nonbinder, training set",-1.2190694
"Binder, training set",2.0194564
"Binder, training set",4.115768
"Binder, training set",2.424573
"Nonbinder, training set",-0.647627
"Binder, training set",2.7795224
"Nonbinder, training set",-2.6424584
"Nonbinder, training set",1.0794164
"Nonbinder, training set",-3.5462804
"Binder, training set",0.34543365
"Nonbinder, training set",-1.1043217
"Nonbinder, training set",-3.3966298
"Nonbinder, training set",1.7560028
"Nonbinder, training set",-2.4781752
"Nonbinder, training set",0.21573472
"Binder, training set",0.13429439
"Nonbinder, training set",-1.9322124
"Nonbinder, training set",-1.8974472
"Nonbinder, training set",2.038628
"Nonbinder, training set",-2.4061487
"Binder, training set",1.8203164
"Binder, training set",1.7082392
"Nonbinder, training set",-1.4706719
"Nonbinder, training set",-3.4082108
"Nonbinder, training set",-3.0169811
"Binder, training set",1.5419687
"Nonbinder, training set",-1.8346697
"Nonbinder, training set",-1.5843639
"Nonbinder, training set",-1.7980157
"Nonbinder, training set",-3.0230484
"Nonbinder, training set",2.011877
"Binder, training set",1.6967238
"Nonbinder, training set",-1.0794058
"Nonbinder, training set",0.9555726
"Binder, training set",1.5313913
"Nonbinder, training set",0.33367664
"Nonbinder, training set",-1.7444603
"Nonbinder, training set",-0.76858175
"Binder, training set",3.1589074
"Nonbinder, training set",-0.3069253
"Binder, training set",1.7372395
"Binder, training set",3.396968
"Nonbinder, training set",2.1077151
"Nonbinder, training set",-0.697991
"Nonbinder, training set",-1.9609487
"Binder, training set",-1.0888174
"Nonbinder, training set",1.7559963
"Binder, training set",1.3674313
"Nonbinder, training set",-2.6069999
"Nonbinder, training set",-0.44117916
"Nonbinder, training set",-0.88086784
"Nonbinder, training set",-0.9117302
"Binder, training set",1.0526098
"Binder, training set",1.800064
"Nonbinder, training set",-1.6025122
"Nonbinder, training set",2.3152199
"Nonbinder, training set",-1.271769
"Nonbinder, training set",-1.6722258
"Nonbinder, training set",-2.6079435
"Nonbinder, training set",-2.1979082
"Nonbinder, training set",2.8146367
"Nonbinder, training set",1.1318308
"Nonbinder, training set",-0.74672437
"Nonbinder, training set",-3.0106282
"Nonbinder, training set",-2.0436435
"Binder, training set",1.0603184
"Nonbinder, training set",-3.1457262
"Nonbinder, training set",-3.0782933
"Nonbinder, training set",0.32924646
"Nonbinder, training set",-2.685872
"Nonbinder, training set",-3.4332438
"Nonbinder, training set",-1.7022443
"Nonbinder, training set",-2.3163714
"Nonbinder, training set",-3.1100793
"Nonbinder, training set",-2.7204394
"Nonbinder, training set",-3.925212
"Nonbinder, training set",-1.8471204
"Nonbinder, training set",-2.9488773
"Nonbinder, training set",0.27821875
"Nonbinder, training set",-1.6565042
"Nonbinder, training set",-1.6574935
"Nonbinder, training set",-0.30455196
"Nonbinder, training set",-3.5406976
"Nonbinder, training set",-3.3135557
"Nonbinder, training set",-1.15277
"Nonbinder, training set",-1.2957428
"Nonbinder, training set",-3.2880297
"Binder, training set",3.673666
"Nonbinder, training set",-2.1379285
"Nonbinder, training set",1.6789936
"Binder, training set",1.9959964
"Nonbinder, training set",-2.8057594
"Nonbinder, training set",-1.8996243
"Nonbinder, training set",-2.1795316
"Nonbinder, training set",-1.6975313
"Binder, training set",3.7726903
"Nonbinder, training set",-0.937749
"Nonbinder, training set",-3.4624567
"Binder, training set",1.094662
"Nonbinder, training set",-2.361547
"Nonbinder, training set",-2.8108854
"Nonbinder, training set",-0.35390753
"Nonbinder, training set",-3.3162112
"Binder, training set",-0.2799395
"Nonbinder, training set",-2.742126
"Nonbinder, training set",-3.6172013
"Nonbinder, training set",-0.9308047
"Nonbinder, training set",-1.4065912
"Nonbinder, training set",-1.1692873
"Nonbinder, training set",2.2421188
"Nonbinder, training set",-1.1865422
"Nonbinder, training set",-2.6016335
"Nonbinder, training set",-1.8090181
"Nonbinder, training set",-1.7099544
"Nonbinder, training set",-2.5569057
"Binder, training set",0.6578125
"Nonbinder, training set",-1.7102017
"Binder, training set",1.7832135
"Nonbinder, training set",-2.6718655
"Nonbinder, training set",1.0685079
"Nonbinder, training set",-0.82641137
"Binder, training set",-1.1320033
"Binder, training set",1.9760705
"Nonbinder, training set",-2.6210055
"Binder, training set",1.3883344
"Nonbinder, training set",-1.2542603
"Nonbinder, training set",-0.49602365
"Nonbinder, training set",-2.6196694
"Nonbinder, training set",-1.7520906
"Nonbinder, training set",-1.7646465
"Nonbinder, training set",-2.2574437
"Binder, training set",4.112185
"Nonbinder, training set",-2.9863434
"Nonbinder, training set",1.8263124
"Nonbinder, training set",-2.0322585
"Nonbinder, training set",-1.3173566
"Nonbinder, training set",-0.8189961
"Nonbinder, training set",-3.4964118
"Binder, training set",2.0485811
"Nonbinder, training set",-2.5683746
"Binder, training set",1.8591684
"Binder, training set",2.9324532
"Nonbinder, training set",-1.7620939
"Binder, training set",3.1533308
"Binder, training set",-0.18059391
"Nonbinder, training set",-4.489463
"Nonbinder, training set",0.39823145
"Nonbinder, training set",-3.0438867
"Nonbinder, training set",-2.2245054
"Nonbinder, training set",-0.6897212
"Nonbinder, training set",0.27292556
"Nonbinder, training set",-1.6393924
"Nonbinder, training set",-2.9821172
"Nonbinder, training set",-2.486089
"Nonbinder, training set",-1.643391
"Nonbinder, training set",-1.4617044
"Nonbinder, training set",-0.9747646
"Binder, training set",5.003281
"Nonbinder, training set",-2.5035229
"Binder, training set",-1.9741876
"Nonbinder, training set",0.93417394
"Nonbinder, training set",0.08247745
"Nonbinder, training set",-2.548184
"Nonbinder, training set",-2.4982023
"Binder, training set",2.7561321
"Nonbinder, training set",-0.9519237
"Binder, training set",2.5593443
"Binder, training set",1.6665348
"Binder, training set",1.443178
"Nonbinder, training set",1.892589
"Nonbinder, training set",-2.7561607
"Nonbinder, training set",0.3679552
"Binder, training set",0.08994442
"Nonbinder, training set",-0.47602457
"Nonbinder, training set",-0.9976532
"Binder, training set",2.5057702
"Nonbinder, training set",-2.9779725
"Nonbinder, training set",2.4569387
"Binder, training set",0.8352072
"Nonbinder, training set",-2.7243638
"Nonbinder, training set",-0.7091611
"Nonbinder, training set",-2.041356
"Nonbinder, training set",-0.9196274
"Nonbinder, training set",-1.8459774
"Nonbinder, training set",-2.6854572
"Nonbinder, training set",-0.92246383
"Nonbinder, training set",-2.5650613
"Nonbinder, training set",-2.2666266
"Nonbinder, training set",0.5736786
"Binder, training set",2.1737137
"Nonbinder, training set",-1.831871
"Nonbinder, training set",-3.0229392
"Binder, training set",0.81034327
"Nonbinder, training set",0.5784931
"Binder, training set",2.1407266
"Binder, training set",0.5663855
"Binder, training set",0.711707
"Binder, training set",2.5932927
"Nonbinder, training set",-2.180485
"Nonbinder, training set",-2.5254135
"Nonbinder, training set",-2.2771854
"Nonbinder, training set",-0.08074275
"Nonbinder, training set",-2.256106
"Nonbinder, training set",-2.4177678
"Binder, training set",-1.4523357
"Nonbinder, training set",0.28728867
"Binder, training set",2.841753
"Binder, training set",0.6079372
"Nonbinder, training set",-0.16672105
"Nonbinder, training set",-3.572731
"Nonbinder, training set",-2.931985
"Nonbinder, training set",-2.8767076
"Binder, training set",0.266132
"Binder, training set",1.164401
"Binder, training set",1.5110205
"Binder, training set",1.6001424
"Binder, training set",-0.9598549
"Binder, training set",0.13779163
"Nonbinder, training set",-2.7257023
"Nonbinder, training set",-2.2204528
"Nonbinder, training set",-1.6832181
"Nonbinder, training set",-1.819264
"Nonbinder, training set",1.2825608
"Nonbinder, training set",-1.3687158
"Nonbinder, training set",-1.3938649
"Nonbinder, training set",-2.7314072
"Nonbinder, training set",-0.5560505
"Nonbinder, training set",-2.2886586
"Nonbinder, training set",2.1057267
"Nonbinder, training set",-2.3591313
"Binder, training set",0.8258531
"Nonbinder, training set",-3.0428
"Nonbinder, training set",1.063016
"Nonbinder, training set",-1.3304925
"Nonbinder, training set",-2.1566014
"Nonbinder, training set",0.8788848
"Nonbinder, training set",-2.2962337
"Binder, training set",1.2555656
"Binder, training set",1.2351495
"Nonbinder, training set",2.595562
"Nonbinder, training set",1.1970391
"Binder, training set",-1.215081
"Nonbinder, training set",0.21609706
"Binder, training set",1.5469869
"Nonbinder, training set",-1.4597309
"Nonbinder, training set",-1.5350864
"Nonbinder, training set",-2.8170433
"Nonbinder, training set",-3.290069
"Binder, training set",1.9390994
"Nonbinder, training set",-2.2555318
"Nonbinder, training set",0.9815247
"Nonbinder, training set",-2.7429671
"Nonbinder, training set",0.6230844
"Nonbinder, training set",-2.5860362
"Nonbinder, training set",-2.854002
"Binder, training set",1.7675236
"Binder, training set",1.5208973
"Binder, training set",1.3212146
"Nonbinder, training set",-3.9587407
"Nonbinder, training set",-2.316506
"Binder, training set",2.335567
"Nonbinder, training set",-1.5114393
"Binder, training set",3.3800578
"Nonbinder, training set",-0.79302746
"Nonbinder, training set",-2.008911
"Nonbinder, training set",-2.731462
"Nonbinder, training set",-2.3750782
"Nonbinder, training set",-0.1553511
"Nonbinder, training set",-2.2735615
"Nonbinder, training set",-0.40154636
"Nonbinder, training set",-3.3316293
"Nonbinder, training set",-3.4186492
"Nonbinder, training set",0.39138126
"Nonbinder, training set",-2.5876002
"Binder, training set",2.5923862
"Nonbinder, training set",-2.96418
"Nonbinder, training set",-1.9443244
"Nonbinder, training set",-3.1852112
"Nonbinder, training set",-2.2421045
"Nonbinder, training set",-1.0671661
"Nonbinder, training set",-1.1281306
"Nonbinder, training set",-2.5715513
"Nonbinder, training set",-2.3031862
"Nonbinder, training set",-2.398686
"Binder, training set",1.9017652
"Nonbinder, training set",-0.21867251
"Nonbinder, training set",0.15416527
"Nonbinder, training set",-1.5711461
"Nonbinder, training set",-1.6394643
"Nonbinder, training set",-0.69094205
"Nonbinder, training set",-1.628246
"Nonbinder, training set",-2.8173032
"Nonbinder, training set",-3.8022237
"Binder, training set",2.3715372
"Nonbinder, training set",-3.2818751
"Nonbinder, training set",2.7051268
"Nonbinder, training set",-2.5737581
"Binder, training set",3.117865
"Nonbinder, training set",-1.651753
"Binder, training set",1.790248
"Nonbinder, training set",-2.993157
"Nonbinder, training set",-2.4773467
"Nonbinder, training set",-0.24822262
"Nonbinder, training set",-1.8542817
"Nonbinder, training set",-2.513162
"Nonbinder, training set",-0.7768725
"Nonbinder, training set",-0.68326986
"Nonbinder, training set",-0.51211274
"Binder, training set",3.2278771
"Nonbinder, training set",-0.598847
"Nonbinder, training set",-1.4172434
"Nonbinder, training set",-2.205244
"Binder, training set",1.4272593
"Nonbinder, training set",-1.433629
"Nonbinder, training set",1.0202118
"Nonbinder, training set",-2.8204355
"Nonbinder, training set",-2.5845022
"Nonbinder, training set",-0.10981852
"Binder, training set",1.6648062
"Nonbinder, training set",0.26595867
"Binder, training set",2.5069704
"Nonbinder, training set",-0.0068175793
"Nonbinder, training set",-2.7409186
"Nonbinder, training set",0.013288736
"Nonbinder, training set",-1.7034928
"Nonbinder, training set",0.7877307
"Nonbinder, training set",-2.6484385
"Nonbinder, training set",-2.0920577
"Nonbinder, training set",-2.2285428
"Nonbinder, training set",-1.1753852
"Nonbinder, training set",-2.4186158
"Nonbinder, training set",-0.09977573
"Nonbinder, training set",-1.5816609
"Binder, training set",3.004815
"Binder, training set",1.4907767
"Nonbinder, training set",-1.8128109
"Nonbinder, training set",-1.9658393
"Nonbinder, training set",-1.4345593
"Nonbinder, training set",-1.9991037
"Nonbinder, training set",-2.2837272
"Nonbinder, training set",0.08226699
"Nonbinder, training set",-1.4731385
"Nonbinder, training set",-1.8828179
"Nonbinder, training set",-1.8767091
"Nonbinder, training set",-1.0077618
"Nonbinder, training set",1.2265655
"Nonbinder, training set",-3.3060832
"Nonbinder, training set",-0.68785
"Nonbinder, training set",1.5770077
"Binder, training set",4.2014775
"Binder, training set",2.0538383
"Nonbinder, training set",-2.922411
"Nonbinder, training set",-1.2852384
"Nonbinder, training set",-2.8663325
"Nonbinder, training set",-0.8743223
"Binder, training set",2.6336064
"Nonbinder, training set",-2.523083
"Binder, training set",0.7537888
"Binder, training set",2.6969128
"Nonbinder, training set",-2.4931865
"Nonbinder, training set",-3.2921166
"Nonbinder, training set",1.0416734
"Nonbinder, training set",-0.69278044
"Nonbinder, training set",-2.4321592
"Nonbinder, training set",-0.7650487
"Nonbinder, training set",0.15511042
"Nonbinder, training set",-1.2150381
"Nonbinder, training set",-0.3509184
"Nonbinder, training set",-3.0485868
"Binder, training set",2.9070807
"Nonbinder, training set",1.2221658
"Nonbinder, training set",2.8315043
"Nonbinder, training set",-0.076915145
"Nonbinder, training set",-2.9503417
"Nonbinder, training set",-0.09420574
"Binder, training set",1.1818098
"Nonbinder, training set",1.6005102
"Nonbinder, training set",-1.5851653
"Nonbinder, training set",-3.0471563
"Binder, training set",-3.5788116
"Nonbinder, training set",-2.7845573
"Nonbinder, training set",-2.2777736
"Nonbinder, training set",2.1111946
"Nonbinder, training set",-2.8204465
"Nonbinder, training set",-1.66636
"Nonbinder, training set",-0.7077169
"Nonbinder, training set",-1.788786
"Binder, training set",-1.2694383
"Binder, training set",1.979961
"Nonbinder, training set",0.75023544
"Binder, training set",-0.85232455
"Nonbinder, training set",-2.139882
"Nonbinder, training set",-2.5541306
"Nonbinder, training set",-1.1591365
"Nonbinder, training set",-1.991624
"Nonbinder, training set",-2.2060456
"Nonbinder, training set",-2.3920383
"Binder, training set",2.814612
"Nonbinder, training set",-2.254228
"Nonbinder, training set",-3.465808
"Nonbinder, training set",1.0754815
"Nonbinder, training set",-1.9964616
"Binder, training set",2.1613607
"Nonbinder, training set",0.9458684
"Nonbinder, training set",-2.245997
"Nonbinder, training set",-2.6006722
"Nonbinder, training set",0.98603165
"Nonbinder, training set",-2.3793378
"Nonbinder, training set",-2.5482442
"Binder, training set",2.938695
"Nonbinder, training set",-2.6809988
"Binder, training set",3.26341
"Nonbinder, training set",-1.8902434
"Nonbinder, training set",-1.9033463
"Nonbinder, training set",-2.7599792
"Binder, training set",1.4020603
"Nonbinder, training set",-2.1727674
"Nonbinder, training set",-2.5165384
"Nonbinder, training set",-2.344286
"Nonbinder, training set",2.4003425
"Nonbinder, training set",-1.4457741
"Nonbinder, training set",-2.2009368
"Nonbinder, training set",-0.947478
"Nonbinder, training set",-3.2696486
"Nonbinder, training set",-0.433775
"Nonbinder, training set",-2.436524
"Nonbinder, training set",-1.6689904
"Nonbinder, training set",1.2886083
"Binder, training set",1.5452794
"Nonbinder, training set",-2.2030187
"Binder, training set",0.14944637
"Binder, training set",3.386201
"Nonbinder, training set",-0.7282412
"Nonbinder, training set",-2.2627387
"Nonbinder, training set",-1.6665454
"Nonbinder, training set",-2.1172366
"Nonbinder, training set",-0.19453654
"Nonbinder, training set",-1.8475734
"Nonbinder, training set",0.72460866
"Nonbinder, training set",-1.773013
"Binder, training set",1.2181313
"Nonbinder, training set",-2.8632512
"Nonbinder, training set",-1.8644217
"Nonbinder, training set",-3.2867908
"Nonbinder, training set",1.9793483
"Nonbinder, training set",-1.7858294
"Nonbinder, training set",-1.7873982
"Binder, training set",1.9632827
"Nonbinder, training set",0.011814952
"Nonbinder, training set",-1.4362032
"Nonbinder, training set",-1.9133759
"Binder, training set",1.2527261
"Nonbinder, training set",-1.4641011
"Nonbinder, training set",-0.81318504
"Binder, training set",1.1545247
"Nonbinder, training set",-2.7882833
"Nonbinder, training set",0.7807338
"Nonbinder, training set",-1.9651713
"Nonbinder, training set",-2.0232878
"Nonbinder, training set",-2.9025187
"Binder, training set",1.4023627
"Binder, training set",0.07251668
"Nonbinder, training set",-3.5186949
"Nonbinder, training set",-0.7545055
"Nonbinder, training set",-2.0797
"Nonbinder, training set",-2.2753775
"Nonbinder, training set",-3.6741319
"Nonbinder, training set",-0.59798634
"Nonbinder, training set",1.63472
"Nonbinder, training set",-2.3705673
"Nonbinder, training set",-0.49933976
"Nonbinder, training set",3.409925
"Nonbinder, training set",1.2204002
"Nonbinder, training set",-1.9743592
"Nonbinder, training set",-2.5394883
"Binder, training set",1.8058101
"Nonbinder, training set",-2.544774
"Nonbinder, training set",-0.050324917
"Binder, training set",-0.3117841
"Nonbinder, training set",-1.8483477
"Nonbinder, training set",-0.70573264
"Nonbinder, training set",1.7006019
"Nonbinder, training set",-1.2679543
"Nonbinder, training set",-2.8103724
"Nonbinder, training set",-2.556192
"Nonbinder, training set",-0.87628555
"Nonbinder, training set",-2.232589
"Nonbinder, training set",1.6274375
"Nonbinder, training set",-2.2594469
"Nonbinder, training set",1.4535216
"Nonbinder, training set",0.67530215
"Nonbinder, training set",-0.32004118
"Binder, training set",1.8919524
"Nonbinder, training set",-3.4410892
"Nonbinder, training set",0.91448677
"Binder, training set",0.44781005
"Nonbinder, training set",-2.5210865
"Binder, training set",1.7310959
"Binder, training set",2.2665868
"Binder, training set",1.9387406
"Nonbinder, training set",-1.4280825
"Nonbinder, training set",-2.1296065
"Binder, training set",1.806655
"Nonbinder, training set",-1.0976553
"Nonbinder, training set",3.7384963
"Binder, training set",0.88544595
"Nonbinder, training set",-2.0905313
"Nonbinder, training set",-2.1935062
"Nonbinder, training set",-2.4248931
"Nonbinder, training set",-0.7266764
"Binder, training set",-0.31163836
"Nonbinder, training set",-1.6907794
"Nonbinder, training set",-2.4452536
"Binder, training set",1.429325
"Binder, training set",2.1202645
"Nonbinder, training set",-2.3555179
"Binder, training set",1.6186968
"Nonbinder, training set",-2.9201784
"Nonbinder, training set",-1.7541958
"Nonbinder, training set",-2.8172336
"Binder, training set",-0.51019686
"Nonbinder, training set",0.06764281
"Nonbinder, training set",-1.3099769
"Nonbinder, training set",-2.8582573
"Nonbinder, training set",-3.2608109
"Binder, training set",2.6692147
"Nonbinder, training set",-2.4499397
"Nonbinder, training set",-2.7253242
"Nonbinder, training set",-2.916504
"Nonbinder, training set",-3.0540738
"Nonbinder, training set",0.2727965
"Binder, training set",3.9330626
"Nonbinder, training set",-2.2579832
"Nonbinder, training set",-2.8062763
"Nonbinder, training set",0.584558
"Nonbinder, training set",-0.978253
"Nonbinder, training set",-2.3710208
"Nonbinder, training set",-3.24301
"Nonbinder, training set",-0.69963014
"Nonbinder, training set",-3.137957
"Nonbinder, training set",-1.7387755
"Nonbinder, training set",-3.2139583
"Binder, training set",1.4987227
"Binder, training set",3.2923532
"Nonbinder, training set",-2.4662406
"Nonbinder, training set",-2.5510325
"Nonbinder, training set",-2.8382554
"Nonbinder, training set",-2.5772824
"Nonbinder, training set",0.9042525
"Nonbinder, training set",-2.1278527
"Nonbinder, training set",-1.2092216
"Nonbinder, training set",-2.9952435
"Nonbinder, training set",-2.1441815
"Nonbinder, training set",-0.9275608
"Binder, training set",1.4320434
"Nonbinder, training set",-1.4392669
"Nonbinder, training set",-1.7400327
"Nonbinder, training set",-2.6623044
"Nonbinder, training set",-2.8369646
"Nonbinder, training set",1.4857708
"Nonbinder, training set",1.1211289
"Binder, training set",1.2692155
"Binder, training set",1.8239552
"Binder, training set",-2.7442703
"Nonbinder, training set",-1.3987513
"Nonbinder, training set",-2.412136
"Nonbinder, training set",-1.4422998
"Nonbinder, training set",-1.6033424
"Nonbinder, training set",-2.1651225
"Nonbinder, training set",-2.9604588
"Binder, training set",0.90562105
"Nonbinder, training set",-2.486702
"Nonbinder, training set",-0.689897
"Nonbinder, training set",0.18697774
"Nonbinder, training set",-1.0217019
"Nonbinder, training set",-2.934876
"Nonbinder, training set",-1.777961
"Binder, training set",2.404253
"Nonbinder, training set",-2.0453115
"Nonbinder, training set",2.014204
"Binder, training set",3.2866263
"Binder, training set",4.065675
"Nonbinder, training set",-1.8194934
"Nonbinder, training set",-1.8770379
"Nonbinder, training set",-2.7515302
"Nonbinder, training set",-2.2743025
"Binder, training set",1.2122797
"Nonbinder, training set",-3.2225943
"Nonbinder, training set",-1.573224
"Nonbinder, training set",-2.5449224
"Binder, training set",0.4301703
"Binder, training set",2.5331993
"Nonbinder, training set",-0.42218983
"Binder, training set",1.4059418
"Nonbinder, training set",-2.5005658
"Binder, training set",2.2482362
"Binder, training set",-0.047716916
"Nonbinder, training set",0.5713161
"Nonbinder, training set",-3.0330577
"Nonbinder, training set",-1.4583099
"Nonbinder, training set",-2.3843083
"Nonbinder, training set",-3.096241
"Binder, training set",-1.3530185
"Nonbinder, training set",-2.3405485
"Binder, training set",2.6448011
"Nonbinder, training set",-2.9185514
"Binder, training set",2.6070247
"Nonbinder, training set",0.1180377
"Binder, training set",1.1793727
"Binder, training set",2.3348403
"Nonbinder, training set",-2.8929281
"Nonbinder, training set",1.2971058
"Nonbinder, training set",-3.8631392
"Binder, training set",1.9541045
"Binder, training set",1.7349688
"Nonbinder, training set",-2.1999202
"Nonbinder, training set",-1.4783447
"Nonbinder, training set",-3.3302102
"Nonbinder, training set",-1.411382
"Nonbinder, training set",-1.3606093
"Nonbinder, training set",-2.0793257
"Nonbinder, training set",-3.4441676
"Nonbinder, training set",-2.5780244
"Nonbinder, training set",-3.5356035
"Nonbinder, training set",-2.403571
"Nonbinder, training set",-2.3667908
"Binder, training set",2.1549048
"Binder, training set",1.6110252
"Nonbinder, training set",-1.1134658
"Nonbinder, training set",-2.7776656
"Nonbinder, training set",-2.5173564
"Binder, training set",1.088316
